Ano;Cod;Área;Grau_academico;Cod_IES;Nome_IES;Sigla_IES;Organização;Cat_adm;Cód_curso;Mod_Ensino;Cód_Municipio;Município;Sigla_UF;Concluintes_inscritos;Concluintes_participantes;Enade_faixa
2021;1602;Ciências Biol;Licenciatura;449;Universidade Luterana Do Brasil;ULBRA;Universidade;Privada (C.L);1267326;Educação a Distância;4304606;Canoas;RS;63;46;3
2021;1601;Ciências Biol;Bacharelado;450;Centro Universitário São Lucas Ji-Paraná;UniSL;Centro Universitário;Privada (C.L);1114511;Educação Presencial;1100122;Ji-Paraná;RO;33;25;3
2021;1601;Ciências Biol;Bacharelado;457;Universidade Anhanguera De São Paulo;UNIAN - SP;Universidade;Privada (C.L);47280;Educação Presencial;3547809;Santo André;SP;6;4;3
2021;1601;Ciências Biol;Bacharelado;466;Universidade Anhembi Morumbi;UAM;Universidade;Privada (C.L);106636;Educação Presencial;3550308;São Paulo;SP;58;53;3
2021;1601;Ciências Biol;Bacharelado;466;Universidade Anhembi Morumbi;UAM;Universidade;Privada (C.L);1458669;Educação Presencial;3550308;São Paulo;SP;12;9;2
2021;1602;Ciências Biol;Licenciatura;472;Universidade Do Grande Rio Professor José De Souza Herdy;UNIGRANRIO;Universidade;Privada (C.L);9726;Educação Presencial;3301702;Duque de Caxias;RJ;17;14;3
2021;1601;Ciências Biol;Bacharelado;472;Universidade Do Grande Rio Professor José De Souza Herdy;UNIGRANRIO;Universidade;Privada (C.L);309726;Educação Presencial;3301702;Duque de Caxias;RJ;9;8;3
2021;1602;Ciências Biol;Licenciatura;472;Universidade Do Grande Rio Professor José De Souza Herdy;UNIGRANRIO;Universidade;Privada (C.L);1457029;Educação a Distância;3301702;Duque de Caxias;RJ;12;12;3
2021;1602;Ciências Biol;Licenciatura;474;Faculdade De Filosofia Ciências E Letras Dom Bosco;FFCLDB;Faculdade;Privada (S.L);1070677;Educação Presencial;3304201;Resende;RJ;2;2;2
2021;1601;Ciências Biol;Bacharelado;474;Faculdade De Filosofia Ciências E Letras Dom Bosco;FFCLDB;Faculdade;Privada (S.L);1075352;Educação Presencial;3304201;Resende;RJ;23;18;2
2021;1601;Ciências Biol;Bacharelado;481;Universidade Universus Veritas Guarulhos;Univeritas UNG;Universidade;Privada (C.L);309837;Educação Presencial;3518800;Guarulhos;SP;35;33;3
2021;1602;Ciências Biol;Licenciatura;482;Universidade Do Extremo Sul Catarinense;UNESC;Universidade;Privada (S.L);19443;Educação Presencial;4204608;Criciúma;SC;13;10;3
2021;1601;Ciências Biol;Bacharelado;482;Universidade Do Extremo Sul Catarinense;UNESC;Universidade;Privada (S.L);69428;Educação Presencial;4204608;Criciúma;SC;28;24;3
2021;1601;Ciências Biol;Bacharelado;489;Centro Universitário De Volta Redonda;UNIFOA;Centro Universitário;Privada (S.L);105726;Educação Presencial;3306305;Volta Redonda;RJ;17;16;3
2021;1602;Ciências Biol;Licenciatura;489;Centro Universitário De Volta Redonda;UNIFOA;Centro Universitário;Privada (S.L);1270517;Educação Presencial;3306305;Volta Redonda;RJ;14;12;4
2021;1602;Ciências Biol;Licenciatura;494;Universidade Do Sul De Santa Catarina;UNISUL;Universidade;Privada (S.L);52046;Educação Presencial;4218707;Tubarão;SC;17;12;3
2021;1601;Ciências Biol;Bacharelado;494;Universidade Do Sul De Santa Catarina;UNISUL;Universidade;Privada (S.L);352046;Educação Presencial;4218707;Tubarão;SC;28;24;4
2021;1602;Ciências Biol;Licenciatura;495;Faculdade De Ciências E Letras De Bragança Paulista;FESB;Faculdade;Pública (Mun);87481;Educação Presencial;3507605;Bragança Paulista;SP;15;11;2
2021;1602;Ciências Biol;Licenciatura;496;Universidade De Franca;UNIFRAN;Universidade;Privada (C.L);123642;Educação a Distância;3516200;Franca;SP;94;49;4
2021;1601;Ciências Biol;Bacharelado;496;Universidade De Franca;UNIFRAN;Universidade;Privada (C.L);310154;Educação Presencial;3516200;Franca;SP;3;2;2
2021;1602;Ciências Biol;Licenciatura;496;Universidade De Franca;UNIFRAN;Universidade;Privada (C.L);1323000;Educação a Distância;3516200;Franca;SP;249;153;2
2021;1602;Ciências Biol;Licenciatura;517;Faculdade De Educação São Luís;FESL;Faculdade;Privada (S.L);57704;Educação Presencial;3524303;Jaboticabal;SP;4;4;3
2021;1601;Ciências Biol;Bacharelado;517;Faculdade De Educação São Luís;FESL;Faculdade;Privada (S.L);1257738;Educação Presencial;3524303;Jaboticabal;SP;23;20;3
2021;1601;Ciências Biol;Bacharelado;518;Centro Universitário Do Distrito Federal;UDF;Centro Universitário;Privada (C.L);1118189;Educação Presencial;5300108;Brasília;DF;81;72;2
2021;1601;Ciências Biol;Bacharelado;519;Universidade Católica Do Salvador;UCSAL;Universidade;Privada (S.L);1205023;Educação Presencial;2927408;Salvador;BA;39;14;4
2021;1602;Ciências Biol;Licenciatura;521;Universidade De Mogi Das Cruzes;UMC;Universidade;Privada (C.L);10610;Educação Presencial;3530607;Mogi das Cruzes;SP;24;17;4
2021;1601;Ciências Biol;Bacharelado;521;Universidade De Mogi Das Cruzes;UMC;Universidade;Privada (C.L);310610;Educação Presencial;3530607;Mogi das Cruzes;SP;39;29;3
2021;1602;Ciências Biol;Licenciatura;522;Centro Universitário Celso Lisboa;UCL;Centro Universitário;Privada (S.L);31802;Educação Presencial;3304557;Rio de Janeiro;RJ;5;4;4
2021;1601;Ciências Biol;Bacharelado;522;Centro Universitário Celso Lisboa;UCL;Centro Universitário;Privada (S.L);1327243;Educação Presencial;3304557;Rio de Janeiro;RJ;15;14;2
2021;1602;Ciências Biol;Licenciatura;526;Centro Universitário Braz Cubas;;Centro Universitário;Privada (C.L);1419824;Educação a Distância;3530607;Mogi das Cruzes;SP;4;2;4
2021;1601;Ciências Biol;Bacharelado;527;Pontifícia Universidade Católica De Goiás;PUC GOIÁS;Universidade;Privada (S.L);107734;Educação Presencial;5208707;Goiânia;GO;19;7;3
2021;1602;Ciências Biol;Licenciatura;527;Pontifícia Universidade Católica De Goiás;PUC GOIÁS;Universidade;Privada (S.L);107736;Educação Presencial;5208707;Goiânia;GO;20;8;3
2021;1601;Ciências Biol;Bacharelado;528;Pontifícia Universidade Católica Do Rio De Janeiro;PUC-RIO;Universidade;Privada (S.L);1151681;Educação Presencial;3304557;Rio de Janeiro;RJ;39;35;4
2021;1602;Ciências Biol;Licenciatura;528;Pontifícia Universidade Católica Do Rio De Janeiro;PUC-RIO;Universidade;Privada (S.L);1359179;Educação Presencial;3304557;Rio de Janeiro;RJ;14;13;4
2021;1601;Ciências Biol;Bacharelado;532;Universidade Regional Do Noroeste Do Estado Do Rio Grande Do Sul;UNIJUI;Universidade;Privada (S.L);364194;Educação Presencial;4310207;Ijuí;RS;10;10;4
2021;1602;Ciências Biol;Licenciatura;533;Faculdades Integradas De Itapetininga;FII;Faculdade;Privada (S.L);1138986;Educação Presencial;3522307;Itapetininga;SP;12;11;2
2021;1602;Ciências Biol;Licenciatura;547;Universidade Do Estado Do Rio De Janeiro;UERJ;Universidade;Pública (Est);11310;Educação Presencial;3304557;Rio de Janeiro;RJ;62;58;4
2021;1602;Ciências Biol;Licenciatura;547;Universidade Do Estado Do Rio De Janeiro;UERJ;Universidade;Pública (Est);11325;Educação Presencial;3304904;São Gonçalo;RJ;100;88;4
2021;1602;Ciências Biol;Licenciatura;547;Universidade Do Estado Do Rio De Janeiro;UERJ;Universidade;Pública (Est);100584;Educação a Distância;3304557;Rio de Janeiro;RJ;145;120;3
2021;1601;Ciências Biol;Bacharelado;547;Universidade Do Estado Do Rio De Janeiro;UERJ;Universidade;Pública (Est);311310;Educação Presencial;3304557;Rio de Janeiro;RJ;59;49;4
2021;1602;Ciências Biol;Licenciatura;548;Universidade Federal Do Maranhão;UFMA;Universidade;Pública (Fed);11426;Educação Presencial;2111300;São Luís;MA;63;60;4
2021;1602;Ciências Biol;Licenciatura;548;Universidade Federal Do Maranhão;UFMA;Universidade;Pública (Fed);103303;Educação Presencial;2103208;Chapadinha;MA;101;96;2
2021;1601;Ciências Biol;Bacharelado;548;Universidade Federal Do Maranhão;UFMA;Universidade;Pública (Fed);311426;Educação Presencial;2111300;São Luís;MA;42;41;4
2021;1602;Ciências Biol;Licenciatura;548;Universidade Federal Do Maranhão;UFMA;Universidade;Pública (Fed);1153478;Educação a Distância;2111300;São Luís;MA;37;30;2
2021;1602;Ciências Biol;Licenciatura;549;Universidade Federal Do Acre;UFAC;Universidade;Pública (Fed);11543;Educação Presencial;1200401;Rio Branco;AC;37;32;4
2021;1601;Ciências Biol;Bacharelado;549;Universidade Federal Do Acre;UFAC;Universidade;Pública (Fed);99841;Educação Presencial;1200203;Cruzeiro do Sul;AC;34;25;2
2021;1602;Ciências Biol;Licenciatura;549;Universidade Federal Do Acre;UFAC;Universidade;Pública (Fed);113703;Educação Presencial;1200203;Cruzeiro do Sul;AC;37;37;2
2021;1602;Ciências Biol;Licenciatura;550;Universidade Estadual Da Paraíba;UEPB;Universidade;Pública (Est);11593;Educação Presencial;2504009;Campina Grande;PB;115;94;3
2021;1601;Ciências Biol;Bacharelado;550;Universidade Estadual Da Paraíba;UEPB;Universidade;Pública (Est);114055;Educação Presencial;2507507;João Pessoa;PB;20;18;3
2021;1601;Ciências Biol;Bacharelado;550;Universidade Estadual Da Paraíba;UEPB;Universidade;Pública (Est);311593;Educação Presencial;2504009;Campina Grande;PB;42;37;4
2021;1602;Ciências Biol;Licenciatura;568;Universidade Estadual Do Maranhão;UEMA;Universidade;Pública (Est);81296;Educação Presencial;2111300;São Luís;MA;58;56;3
2021;1602;Ciências Biol;Licenciatura;568;Universidade Estadual Do Maranhão;UEMA;Universidade;Pública (Est);103477;Educação Presencial;2103000;Caxias;MA;55;53;3
2021;1602;Ciências Biol;Licenciatura;568;Universidade Estadual Do Maranhão;UEMA;Universidade;Pública (Est);120604;Educação Presencial;2105708;Lago da Pedra;MA;41;30;2
2021;1602;Ciências Biol;Licenciatura;568;Universidade Estadual Do Maranhão;UEMA;Universidade;Pública (Est);1352592;Educação Presencial;2103406;Coelho Neto;MA;22;22;3
2021;1602;Ciências Biol;Licenciatura;568;Universidade Estadual Do Maranhão;UEMA;Universidade;Pública (Est);1354738;Educação Presencial;2108603;Pinheiro;MA;16;15;3
2021;1602;Ciências Biol;Licenciatura;568;Universidade Estadual Do Maranhão;UEMA;Universidade;Pública (Est);1404068;Educação Presencial;2114007;Zé Doca;MA;45;40;2
2021;1602;Ciências Biol;Licenciatura;569;Universidade Federal Do Pará;UFPA;Universidade;Pública (Fed);18491;Educação Presencial;1500602;Altamira;PA;50;47;3
2021;1602;Ciências Biol;Licenciatura;569;Universidade Federal Do Pará;UFPA;Universidade;Pública (Fed);104640;Educação Presencial;1507904;Soure;PA;53;46;2
2021;1602;Ciências Biol;Licenciatura;569;Universidade Federal Do Pará;UFPA;Universidade;Pública (Fed);1148030;Educação a Distância;1501402;Belém;PA;43;15;2
2021;1601;Ciências Biol;Bacharelado;570;Universidade Federal Do Rio Grande Do Norte;UFRN;Universidade;Pública (Fed);12332;Educação Presencial;2408102;Natal;RN;58;46;4
2021;1602;Ciências Biol;Licenciatura;570;Universidade Federal Do Rio Grande Do Norte;UFRN;Universidade;Pública (Fed);120887;Educação a Distância;2408102;Natal;RN;23;18;3
2021;1602;Ciências Biol;Licenciatura;570;Universidade Federal Do Rio Grande Do Norte;UFRN;Universidade;Pública (Fed);312332;Educação Presencial;2408102;Natal;RN;80;73;4
2021;1602;Ciências Biol;Licenciatura;571;Universidade Federal Do Paraná;UFPR;Universidade;Pública (Fed);12588;Educação Presencial;4106902;Curitiba;PR;201;64;5
2021;1601;Ciências Biol;Bacharelado;571;Universidade Federal Do Paraná;UFPR;Universidade;Pública (Fed);312588;Educação Presencial;4106902;Curitiba;PR;193;102;5
2021;1601;Ciências Biol;Bacharelado;571;Universidade Federal Do Paraná;UFPR;Universidade;Pública (Fed);1113241;Educação Presencial;4117909;Palotina;PR;30;22;3
2021;1602;Ciências Biol;Licenciatura;571;Universidade Federal Do Paraná;UFPR;Universidade;Pública (Fed);1270232;Educação Presencial;4117909;Palotina;PR;24;19;4
2021;1602;Ciências Biol;Licenciatura;572;Universidade Federal Fluminense;UFF;Universidade;Pública (Fed);44367;Educação Presencial;3303302;Niterói;RJ;80;63;5
2021;1601;Ciências Biol;Bacharelado;572;Universidade Federal Fluminense;UFF;Universidade;Pública (Fed);344367;Educação Presencial;3303302;Niterói;RJ;127;109;4
2021;1602;Ciências Biol;Licenciatura;573;Universidade Federal Do Espírito Santo;UFES;Universidade;Pública (Fed);12812;Educação Presencial;3205309;Vitória;ES;122;45;5
2021;1601;Ciências Biol;Bacharelado;573;Universidade Federal Do Espírito Santo;UFES;Universidade;Pública (Fed);99086;Educação Presencial;3204906;São Mateus;ES;64;59;3
2021;1601;Ciências Biol;Bacharelado;573;Universidade Federal Do Espírito Santo;UFES;Universidade;Pública (Fed);99278;Educação Presencial;3200201;Alegre;ES;54;49;4
2021;1602;Ciências Biol;Licenciatura;573;Universidade Federal Do Espírito Santo;UFES;Universidade;Pública (Fed);116852;Educação Presencial;3200201;Alegre;ES;53;45;4
2021;1602;Ciências Biol;Licenciatura;573;Universidade Federal Do Espírito Santo;UFES;Universidade;Pública (Fed);116874;Educação Presencial;3204906;São Mateus;ES;44;41;3
2021;1601;Ciências Biol;Bacharelado;573;Universidade Federal Do Espírito Santo;UFES;Universidade;Pública (Fed);312812;Educação Presencial;3205309;Vitória;ES;118;72;4
2021;1602;Ciências Biol;Licenciatura;574;Universidade Federal Rural Do Rio De Janeiro;UFRRJ;Universidade;Pública (Fed);12916;Educação Presencial;3305554;Seropédica;RJ;41;30;4
2021;1601;Ciências Biol;Bacharelado;574;Universidade Federal Rural Do Rio De Janeiro;UFRRJ;Universidade;Pública (Fed);312916;Educação Presencial;3305554;Seropédica;RJ;36;22;4
2021;1602;Ciências Biol;Licenciatura;575;Universidade Federal De Minas Gerais;UFMG;Universidade;Pública (Fed);12945;Educação Presencial;3106200;Belo Horizonte;MG;166;140;5
2021;1601;Ciências Biol;Bacharelado;575;Universidade Federal De Minas Gerais;UFMG;Universidade;Pública (Fed);312945;Educação Presencial;3106200;Belo Horizonte;MG;113;91;5
2021;1602;Ciências Biol;Licenciatura;576;Universidade Federal De Juiz De Fora;UFJF;Universidade;Pública (Fed);13086;Educação Presencial;3136702;Juiz de Fora;MG;47;31;5
2021;1601;Ciências Biol;Bacharelado;576;Universidade Federal De Juiz De Fora;UFJF;Universidade;Pública (Fed);313086;Educação Presencial;3136702;Juiz de Fora;MG;63;40;4
2021;1601;Ciências Biol;Bacharelado;577;Universidade Federal De Alagoas;UFAL;Universidade;Pública (Fed);13225;Educação Presencial;2704302;Maceió;AL;57;49;4
2021;1602;Ciências Biol;Licenciatura;577;Universidade Federal De Alagoas;UFAL;Universidade;Pública (Fed);102166;Educação Presencial;2700300;Arapiraca;AL;67;62;3
2021;1602;Ciências Biol;Licenciatura;577;Universidade Federal De Alagoas;UFAL;Universidade;Pública (Fed);107436;Educação Presencial;2704302;Maceió;AL;100;84;3
2021;1602;Ciências Biol;Licenciatura;577;Universidade Federal De Alagoas;UFAL;Universidade;Pública (Fed);1288838;Educação Presencial;2706703;Penedo;AL;73;64;2
2021;1602;Ciências Biol;Licenciatura;578;Universidade Federal Da Bahia;UFBA;Universidade;Pública (Fed);13283;Educação Presencial;2927408;Salvador;BA;71;52;5
2021;1601;Ciências Biol;Bacharelado;578;Universidade Federal Da Bahia;UFBA;Universidade;Pública (Fed);118024;Educação Presencial;2933307;Vitória da Conquista;BA;19;19;4
2021;1601;Ciências Biol;Bacharelado;578;Universidade Federal Da Bahia;UFBA;Universidade;Pública (Fed);313283;Educação Presencial;2927408;Salvador;BA;96;36;5
2021;1602;Ciências Biol;Licenciatura;579;Universidade Federal Da Paraíba;UFPB;Universidade;Pública (Fed);13399;Educação Presencial;2507507;João Pessoa;PB;83;66;4
2021;1602;Ciências Biol;Licenciatura;579;Universidade Federal Da Paraíba;UFPB;Universidade;Pública (Fed);97767;Educação Presencial;2501104;Areia;PB;20;16;4
2021;1602;Ciências Biol;Licenciatura;579;Universidade Federal Da Paraíba;UFPB;Universidade;Pública (Fed);113699;Educação a Distância;2507507;João Pessoa;PB;24;19;2
2021;1601;Ciências Biol;Bacharelado;579;Universidade Federal Da Paraíba;UFPB;Universidade;Pública (Fed);313399;Educação Presencial;2507507;João Pessoa;PB;49;38;4
2021;1601;Ciências Biol;Bacharelado;579;Universidade Federal Da Paraíba;UFPB;Universidade;Pública (Fed);397767;Educação Presencial;2501104;Areia;PB;12;12;2
2021;1602;Ciências Biol;Licenciatura;580;Universidade Federal De Pernambuco;UFPE;Universidade;Pública (Fed);20889;Educação Presencial;2611606;Recife;PE;104;85;3
2021;1601;Ciências Biol;Bacharelado;580;Universidade Federal De Pernambuco;UFPE;Universidade;Pública (Fed);44992;Educação Presencial;2611606;Recife;PE;130;119;3
2021;1602;Ciências Biol;Licenciatura;580;Universidade Federal De Pernambuco;UFPE;Universidade;Pública (Fed);101140;Educação Presencial;2616407;Vitória de Santo Antão;PE;125;114;3
2021;1601;Ciências Biol;Bacharelado;581;Universidade Federal Do Rio Grande Do Sul;UFRGS;Universidade;Pública (Fed);45003;Educação Presencial;4314902;Porto Alegre;RS;63;53;5
2021;1602;Ciências Biol;Licenciatura;581;Universidade Federal Do Rio Grande Do Sul;UFRGS;Universidade;Pública (Fed);45004;Educação Presencial;4314902;Porto Alegre;RS;29;26;5
2021;1601;Ciências Biol;Bacharelado;581;Universidade Federal Do Rio Grande Do Sul;UFRGS;Universidade;Pública (Fed);100820;Educação Presencial;4310330;Imbé;RS;18;17;4
2021;1602;Ciências Biol;Licenciatura;582;Universidade Federal De Santa Maria;UFSM;Universidade;Pública (Fed);45328;Educação Presencial;4316907;Santa Maria;RS;15;15;5
2021;1602;Ciências Biol;Licenciatura;582;Universidade Federal De Santa Maria;UFSM;Universidade;Pública (Fed);1084792;Educação Presencial;4313706;Palmeira das Missões;RS;9;8;3
2021;1601;Ciências Biol;Bacharelado;582;Universidade Federal De Santa Maria;UFSM;Universidade;Pública (Fed);1113713;Educação Presencial;4316907;Santa Maria;RS;20;17;4
2021;1602;Ciências Biol;Licenciatura;583;Universidade Federal Do Ceará;UFC;Universidade;Pública (Fed);13974;Educação Presencial;2304400;Fortaleza;CE;64;54;4
2021;1601;Ciências Biol;Bacharelado;583;Universidade Federal Do Ceará;UFC;Universidade;Pública (Fed);313974;Educação Presencial;2304400;Fortaleza;CE;65;51;4
2021;1602;Ciências Biol;Licenciatura;584;Universidade Federal De Goiás;UFG;Universidade;Pública (Fed);14089;Educação Presencial;5208707;Goiânia;GO;50;50;4
2021;1601;Ciências Biol;Bacharelado;584;Universidade Federal De Goiás;UFG;Universidade;Pública (Fed);314089;Educação Presencial;5208707;Goiânia;GO;49;44;4
2021;1602;Ciências Biol;Licenciatura;585;Universidade Federal De Santa Catarina;UFSC;Universidade;Pública (Fed);14218;Educação Presencial;4205407;Florianópolis;SC;46;38;5
2021;1602;Ciências Biol;Licenciatura;585;Universidade Federal De Santa Catarina;UFSC;Universidade;Pública (Fed);113459;Educação a Distância;4205407;Florianópolis;SC;64;57;3
2021;1601;Ciências Biol;Bacharelado;585;Universidade Federal De Santa Catarina;UFSC;Universidade;Pública (Fed);314218;Educação Presencial;4205407;Florianópolis;SC;39;36;5
2021;1602;Ciências Biol;Licenciatura;585;Universidade Federal De Santa Catarina;UFSC;Universidade;Pública (Fed);1116025;Educação Presencial;4205407;Florianópolis;SC;129;94;4
2021;1601;Ciências Biol;Bacharelado;586;Universidade Federal Do Rio De Janeiro;UFRJ;Universidade;Pública (Fed);23976;Educação Presencial;3304557;Rio de Janeiro;RJ;18;17;5
2021;1601;Ciências Biol;Bacharelado;586;Universidade Federal Do Rio De Janeiro;UFRJ;Universidade;Pública (Fed);29106;Educação Presencial;3304557;Rio de Janeiro;RJ;14;8;5
2021;1601;Ciências Biol;Bacharelado;586;Universidade Federal Do Rio De Janeiro;UFRJ;Universidade;Pública (Fed);31957;Educação Presencial;3304557;Rio de Janeiro;RJ;38;35;5
2021;1601;Ciências Biol;Bacharelado;586;Universidade Federal Do Rio De Janeiro;UFRJ;Universidade;Pública (Fed);31958;Educação Presencial;3304557;Rio de Janeiro;RJ;20;17;5
2021;1601;Ciências Biol;Bacharelado;586;Universidade Federal Do Rio De Janeiro;UFRJ;Universidade;Pública (Fed);31959;Educação Presencial;3304557;Rio de Janeiro;RJ;26;22;5
2021;1602;Ciências Biol;Licenciatura;586;Universidade Federal Do Rio De Janeiro;UFRJ;Universidade;Pública (Fed);44900;Educação Presencial;3304557;Rio de Janeiro;RJ;152;124;5
2021;1602;Ciências Biol;Licenciatura;586;Universidade Federal Do Rio De Janeiro;UFRJ;Universidade;Pública (Fed);63484;Educação a Distância;3304557;Rio de Janeiro;RJ;670;505;3
2021;1602;Ciências Biol;Licenciatura;586;Universidade Federal Do Rio De Janeiro;UFRJ;Universidade;Pública (Fed);99287;Educação Presencial;3302403;Macaé;RJ;50;43;5
2021;1601;Ciências Biol;Bacharelado;586;Universidade Federal Do Rio De Janeiro;UFRJ;Universidade;Pública (Fed);112584;Educação Presencial;3304557;Rio de Janeiro;RJ;23;21;3
2021;1601;Ciências Biol;Bacharelado;586;Universidade Federal Do Rio De Janeiro;UFRJ;Universidade;Pública (Fed);112586;Educação Presencial;3304557;Rio de Janeiro;RJ;33;30;4
2021;1601;Ciências Biol;Bacharelado;586;Universidade Federal Do Rio De Janeiro;UFRJ;Universidade;Pública (Fed);121706;Educação Presencial;3301702;Duque de Caxias;RJ;12;9;3
2021;1601;Ciências Biol;Bacharelado;586;Universidade Federal Do Rio De Janeiro;UFRJ;Universidade;Pública (Fed);1114292;Educação Presencial;3301702;Duque de Caxias;RJ;108;83;3
2021;1601;Ciências Biol;Bacharelado;586;Universidade Federal Do Rio De Janeiro;UFRJ;Universidade;Pública (Fed);1180207;Educação Presencial;3302403;Macaé;RJ;37;30;5
2021;1601;Ciências Biol;Bacharelado;587;Universidade Federal Rural De Pernambuco;UFRPE;Universidade;Pública (Fed);14506;Educação Presencial;2611606;Recife;PE;102;85;3
2021;1602;Ciências Biol;Licenciatura;587;Universidade Federal Rural De Pernambuco;UFRPE;Universidade;Pública (Fed);14512;Educação Presencial;2611606;Recife;PE;196;160;4
2021;1601;Ciências Biol;Bacharelado;587;Universidade Federal Rural De Pernambuco;UFRPE;Universidade;Pública (Fed);101834;Educação Presencial;2613909;Serra Talhada;PE;41;32;3
2021;1602;Ciências Biol;Licenciatura;588;Universidade Tecnológica Federal Do Paraná;UTFPR;Universidade;Pública (Fed);1151549;Educação Presencial;4107207;Dois Vizinhos;PR;62;50;3
2021;1602;Ciências Biol;Licenciatura;588;Universidade Tecnológica Federal Do Paraná;UTFPR;Universidade;Pública (Fed);1270469;Educação Presencial;4123501;Santa Helena;PR;32;31;3
2021;1602;Ciências Biol;Licenciatura;588;Universidade Tecnológica Federal Do Paraná;UTFPR;Universidade;Pública (Fed);1400718;Educação Presencial;4119905;Ponta Grossa;PR;37;33;4
2021;1601;Ciências Biol;Bacharelado;591;Universidade Federal De São Paulo;UNIFESP;Universidade;Pública (Fed);101219;Educação Presencial;3513801;Diadema;SP;60;57;4
2021;1601;Ciências Biol;Bacharelado;592;Universidade Federal De Lavras;UFLA;Universidade;Pública (Fed);63838;Educação Presencial;3138203;Lavras;MG;32;27;4
2021;1602;Ciências Biol;Licenciatura;592;Universidade Federal De Lavras;UFLA;Universidade;Pública (Fed);122662;Educação Presencial;3138203;Lavras;MG;38;31;5
2021;1602;Ciências Biol;Licenciatura;595;Universidade Federal De Alfenas;UNIFAL-MG;Universidade;Pública (Fed);20122;Educação Presencial;3101607;Alfenas;MG;25;25;3
2021;1601;Ciências Biol;Bacharelado;595;Universidade Federal De Alfenas;UNIFAL-MG;Universidade;Pública (Fed);1112281;Educação Presencial;3101607;Alfenas;MG;30;26;4
2021;1602;Ciências Biol;Licenciatura;596;Universidade Federal Dos Vales Do Jequitinhonha E Mucuri;UFVJM;Universidade;Pública (Fed);100900;Educação Presencial;3121605;Diamantina;MG;31;27;3
2021;1602;Ciências Biol;Licenciatura;597;Universidade Federal Do Triângulo Mineiro;UFTM;Universidade;Pública (Fed);114562;Educação Presencial;3170107;Uberaba;MG;66;62;3
2021;1602;Ciências Biol;Licenciatura;597;Universidade Federal Do Triângulo Mineiro;UFTM;Universidade;Pública (Fed);1285018;Educação Presencial;3134400;Iturama;MG;23;20;3
2021;1602;Ciências Biol;Licenciatura;598;Universidade Federal De Itajubá - Unifei;UNIFEI;Universidade;Pública (Fed);1165090;Educação Presencial;3132404;Itajubá;MG;23;22;4
2021;1602;Ciências Biol;Licenciatura;600;Instituto Federal De Educação, Ciência E Tecnologia Do Maranhão;IFMA;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);62674;Educação Presencial;2111300;São Luís;MA;10;9;4
2021;1602;Ciências Biol;Licenciatura;600;Instituto Federal De Educação, Ciência E Tecnologia Do Maranhão;IFMA;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1103317;Educação Presencial;2102325;Buriticupu;MA;47;38;2
2021;1602;Ciências Biol;Licenciatura;600;Instituto Federal De Educação, Ciência E Tecnologia Do Maranhão;IFMA;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1168361;Educação Presencial;2112209;Timon;MA;39;34;2
2021;1602;Ciências Biol;Licenciatura;600;Instituto Federal De Educação, Ciência E Tecnologia Do Maranhão;IFMA;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1168581;Educação Presencial;2103000;Caxias;MA;22;21;3
2021;1602;Ciências Biol;Licenciatura;600;Instituto Federal De Educação, Ciência E Tecnologia Do Maranhão;IFMA;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1168583;Educação Presencial;2111607;São Raimundo das Mangabeiras;MA;20;17;2
2021;1602;Ciências Biol;Licenciatura;600;Instituto Federal De Educação, Ciência E Tecnologia Do Maranhão;IFMA;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1188418;Educação Presencial;2101707;Barreirinhas;MA;38;32;3
2021;1602;Ciências Biol;Licenciatura;600;Instituto Federal De Educação, Ciência E Tecnologia Do Maranhão;IFMA;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1304669;Educação Presencial;2103307;Codó;MA;12;8;1
2021;1602;Ciências Biol;Licenciatura;601;Instituto Federal De Educação, Ciência E Tecnologia Do Rio Grande Do Sul;IFRS;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1338870;Educação Presencial;4320503;Sertão;RS;11;10;3
2021;1602;Ciências Biol;Licenciatura;601;Instituto Federal De Educação, Ciência E Tecnologia Do Rio Grande Do Sul;IFRS;Instituto Federal de Educação, Ciência e Tecnologia;Pública (Fed);1376050;Educação Presencial;4322509;Vacaria;RS;15;15;4
2021;1602;Ciências Biol;Licenciatura;621;Centro Universitário Cesmac;CESMAC;Centro Universitário;Privada (S.L);19072;Educação Presencial;2704302;Maceió;AL;20;20;2
2021;1602;Ciências Biol;Licenciatura;634;Universidade Federal De Pelotas;UFPEL;Universidade;Pública (Fed);113735;Educação Presencial;4304663;Capão do Leão;RS;28;24;4
2021;1601;Ciências Biol;Bacharelado;634;Universidade Federal De Pelotas;UFPEL;Universidade;Pública (Fed);113737;Educação Presencial;4304663;Capão do Leão;RS;45;43;4
2021;1601;Ciências Biol;Bacharelado;640;Faculdade Maria Thereza;FAMATH;Faculdade;Privada (C.L);15081;Educação Presencial;3303302;Niterói;RJ;48;38;2
